pos,label,n,AUPRC,F1,G-Mean,Recall,Presicion,infer_ms_per_tx
78,2026-W43,20101,0.6152646973413585,0.42753558320651686,0.404976283478353,0.9875930521091811,0.272820747172398,1.0085000012622913
79,2026-W44,21909,0.6366311065744856,0.3097229128056774,0.41554146607718245,0.9921807124239791,0.1835029459025174,1.1463000009825919
80,2026-W45,24040,0.8446417435213466,0.08903051371185786,0.42876500845668114,1.0,0.04658918645780697,1.2447999997675652
81,2026-W46,23963,0.8603577453861929,0.08703978551251974,0.4157583865689652,1.0,0.04550005005506057,1.638400000956608
82,2026-W47,23965,0.855693084784404,0.08714204437701498,0.40563590108481956,1.0,0.045555941109403655,1.2162999992142431
83,2026-W48,24565,0.869081955674741,0.09657562354657791,0.3963695539255794,1.0,0.05073783058643158,1.3055999988864642
84,2026-W49,26893,0.8935161585656848,0.15278642590286426,0.35602656327656773,1.0,0.08271183584039102,1.3942999994469574
85,2026-W50,26870,0.8908860872316151,0.152687836467192,0.35800281806396617,1.0,0.08265405245596993,1.3939000000391388
86,2026-W51,27288,0.9039551382643854,0.14991806714683129,0.345009614100432,1.0,0.08103320425146247,1.3416999991022749
87,2026-W52,27212,0.8911299222488932,0.15169584868396066,0.3379611331841712,1.0,0.08207299030083841,1.4050999998289626
88,2026-W53,7611,0.895533265855327,0.14373548298947944,0.3397869729916379,1.0,0.07743265125864861,0.37849999898753595
