pos,label,n,AUPRC,F1,Recall,Specificity,Precision,G-Mean,infer_ms_per_tx,infer_ms_avg
65,2026-W30,20113,0.8917186661330594,0.8353510895883777,0.7451403887688985,0.9971160008545182,0.9504132231404959,0.8619694916436574,1.3337050331756473,6.631059678693617e-05
66,2026-W31,20005,0.876375715814566,0.8244023083264633,0.7082152974504249,0.9996372869060574,0.9861932938856016,0.8414026494424112,1.1555160162970424,5.7761360474733435e-05
67,2026-W32,20308,0.8580877329443959,0.7941534713763703,0.6612576064908722,0.9998990663638657,0.9939024390243902,0.8131364358803679,1.3049088884145021,6.42559035067216e-05
68,2026-W33,20235,0.902296515372149,0.8299223712067749,0.717948717948718,0.9994849608570251,0.9832775919732442,0.8471003165247465,1.9451190019026399,9.612646414146972e-05
69,2026-W34,20001,0.9033838415674226,0.8441496920890573,0.7406483790523691,0.9990956484732418,0.9812775330396476,0.8602200721675716,1.9553500460460782,9.776261417159533e-05
70,2026-W35,20057,0.9071276910361178,0.8686782830429239,0.7837423312883436,0.9985602303631419,0.9742612011439467,0.884654691321215,1.1076859664171934,5.522690165115388e-05
71,2026-W36,20299,0.4765606985268547,0.5879629629629629,0.6889692585895117,0.981667173098349,0.5127860026917901,0.8223980206878123,1.3860248727723956,6.828045089769919e-05
72,2026-W37,19884,0.5706957122530267,0.6380660537963909,0.7814845704753962,0.9571313888145572,0.5391254315304949,0.8648603426428244,1.1455280473455787,5.761054351969316e-05
73,2026-W38,19995,0.5486962739224384,0.6392405063291139,0.8301369863013699,0.9229499174463401,0.5197255574614065,0.8753141510200797,1.5502830501645803,7.753353589220206e-05
74,2026-W39,20128,0.5586573351635019,0.6626838235294118,0.8652,0.8942024052643521,0.5369910625620655,0.8795816738852155,1.6949570272117853,8.42089143090116e-05
75,2026-W40,20318,0.5254628505937382,0.6122004357298475,0.7615176151761518,0.9726251276813075,0.51183970856102,0.8606225465860567,1.3660970143973827,6.723580147639446e-05
76,2026-W41,20118,0.4926434159288883,0.6443426154388439,0.8362305580969808,0.9563731931668856,0.5240825688073395,0.8942865810638871,1.208848087117076,6.0087885829459985e-05
77,2026-W42,20055,0.5418085782463866,0.6414584740040513,0.8451957295373665,0.9274865262126408,0.5168661588683352,0.8853855946187349,1.7783448565751314,8.867339100349695e-05
78,2026-W43,20101,0.5702881853131823,0.6509480626545754,0.8504954760878931,0.9004499437570304,0.5272435897435898,0.8751163371854922,1.9616209901869297,9.758822895313316e-05
79,2026-W44,21909,0.5892416752031846,0.648716870004207,0.7648809523809523,0.939878349168049,0.5631848064280497,0.8478767875310036,1.951485057361424,8.907230167334995e-05
80,2026-W45,24040,0.893542452441836,0.722875816993464,0.5997830802603037,0.9976209014620642,0.9095394736842105,0.773534832577679,1.3316299300640821,5.539225998602671e-05
81,2026-W46,23963,0.9681219692784978,0.8748524203069658,0.8151815181518152,0.998091437494578,0.9439490445859873,0.902012025014721,1.7152369255200028,7.157855550306734e-05
82,2026-W47,23965,0.9882518855971273,0.9185110663983903,0.9934711643090316,0.9932309294454569,0.8540692235734331,0.9933510396148582,1.433350844308734,5.981017501809864e-05
83,2026-W48,24565,0.9384308988588759,0.8358381502890173,0.8006644518272426,0.9956047671371819,0.8742442563482467,0.8928299642801429,1.3311889488250017,5.419047216873608e-05
84,2026-W49,26893,0.9980431287251197,0.7921390778533636,0.655819774718398,1.0,1.0,0.8098270029570501,2.4109710939228535,8.965050734104985e-05
85,2026-W50,26870,0.9977025271837896,0.9550128534704371,0.9946452476572959,0.9974734907935535,0.9184177997527813,0.996058365399308,1.677814987488091,6.24419422213655e-05
86,2026-W51,27288,0.9990531203239231,0.9694915254237289,0.9953596287703016,0.9981079240142284,0.9449339207048458,0.996732829157091,1.7514749197289348,6.418480356673024e-05
87,2026-W52,27212,0.99916157055952,0.9723889555822329,0.996309963099631,0.9983711504223645,0.9495896834701055,0.9973400242831139,2.205193042755127,8.103752178285782e-05
88,2026-W53,7611,0.9991583979214235,0.981651376146789,0.9861751152073732,0.9993237760346226,0.9771689497716894,0.9927276766366551,0.8924090070649981,0.0001172525301622649
